Price,Close
Ticker,GOOGL
Date,
2020-01-02,68.1083755493164
2020-01-03,67.7520751953125
2020-01-06,69.55794525146484
2020-01-07,69.42359161376953
2020-01-08,69.917724609375
2020-01-09,70.65171813964844
2020-01-10,71.1080322265625
2020-01-13,71.65890502929688
2020-01-14,71.18915557861328
2020-01-15,71.61759948730469
2020-01-16,72.16300201416016
2020-01-17,73.62400817871094
2020-01-21,73.7598648071289
2020-01-22,73.84046936035156
2020-01-23,73.88127899169922
2020-01-24,72.95968627929688
2020-01-27,71.24588012695312
2020-01-28,72.17991638183594
2020-01-29,72.48843383789062
2020-01-30,72.36651611328125
2020-01-31,71.29812622070312
2020-02-03,73.77726745605469
2020-02-04,71.92662048339844
2020-02-05,71.95846557617188
2020-02-06,73.44735717773438
2020-02-07,73.60359954833984
2020-02-10,75.0740737915039
2020-02-11,75.14373779296875
2020-02-12,75.57020568847656
2020-02-13,75.30945587158203
2020-02-14,75.5751724243164
2020-02-18,75.61051177978516
2020-02-19,75.8807144165039
2020-02-20,75.48858642578125
2020-02-21,73.820068359375
2020-02-24,70.65519714355469
2020-02-25,68.98617553710938
2020-02-26,69.19268798828125
2020-02-27,65.43465423583984
2020-02-28,66.64388275146484
2020-03-02,68.98617553710938
2020-03-03,66.56774139404297
2020-03-04,68.75130462646484
2020-03-05,65.42520904541016
2020-03-06,64.47872924804688
2020-03-09,60.500247955322266
2020-03-10,63.45512390136719
2020-03-11,60.25691223144531
2020-03-12,55.31304931640625
2020-03-13,60.42461395263672
2020-03-16,53.39472198486328
2020-03-17,55.63700485229492
2020-03-18,54.29990005493164
2020-03-19,55.31902313232422
2020-03-20,53.15636444091797
2020-03-23,52.455711364746094
2020-03-24,56.231658935546875
2020-03-25,54.818912506103516
2020-03-26,57.86933135986328
2020-03-27,55.24885940551758
2020-03-30,57.04277801513672
2020-03-31,57.8210563659668
2020-04-01,54.842796325683594
2020-04-02,55.585750579833984
2020-04-03,54.37503433227539
2020-04-06,58.87800979614258
2020-04-07,58.84665298461914
2020-04-08,60.062843322753906
2020-04-09,60.041439056396484
2020-04-13,60.2325325012207
2020-04-14,62.96049118041992
2020-04-15,62.56587600708008
2020-04-16,62.57234191894531
2020-04-17,63.645713806152344
2020-04-20,62.75745391845703
2020-04-21,60.31961441040039
2020-04-22,62.62111282348633
2020-04-23,63.256072998046875
2020-04-24,63.52628707885742
2020-04-27,63.24065017700195
2020-04-28,61.33625030517578
2020-04-29,66.78968048095703
2020-04-30,67.01460266113281
2020-05-01,65.55259704589844
2020-05-04,65.83026885986328
2020-05-05,67.13005065917969
2020-05-06,66.95140838623047
2020-05-07,68.13822937011719
2020-05-08,68.88764953613281
2020-05-11,69.84556579589844
2020-05-12,68.43183135986328
2020-05-13,67.09571075439453
2020-05-14,67.52018737792969
2020-05-15,68.32633209228516
2020-05-18,68.92945098876953
2020-05-19,68.39302062988281
2020-05-20,70.12274169921875
2020-05-21,70.00281524658203
2020-05-22,70.3257827758789
2020-05-26,70.73033905029297
2020-05-27,70.67610168457031
2020-05-28,70.5745849609375
2020-05-29,71.33495330810547
2020-06-01,71.40213012695312
2020-06-02,71.7723617553711
2020-06-03,71.62008666992188
2020-06-04,70.37852478027344
2020-06-05,71.65840911865234
2020-06-08,72.05750274658203
2020-06-09,72.25852966308594
2020-06-10,72.88652801513672
2020-06-11,69.76148223876953
2020-06-12,70.30985260009766
2020-06-15,70.6989974975586
2020-06-16,71.9793701171875
2020-06-17,72.28142547607422
2020-06-18,71.36480712890625
2020-06-19,70.89306640625
2020-06-22,72.1878662109375
2020-06-23,72.85070037841797
2020-06-24,71.29414367675781
2020-06-25,71.71214294433594
2020-06-26,67.80284118652344
2020-06-29,69.5261001586914
2020-06-30,70.56513214111328
2020-07-01,71.7569351196289
2020-07-02,73.14678955078125
2020-07-06,74.62571716308594
2020-07-07,74.14153289794922
2020-07-08,74.82228088378906
2020-07-09,75.57170104980469
2020-07-10,76.58435821533203
2020-07-13,75.2517318725586
2020-07-14,75.68116760253906
2020-07-15,75.48311614990234
2020-07-16,75.38558959960938
2020-07-17,75.48162841796875
2020-07-20,77.8199462890625
2020-07-21,77.42581939697266
2020-07-22,77.87020874023438
2020-07-23,75.47664642333984
2020-07-24,75.05168914794922
2020-07-27,76.10762786865234
2020-07-28,74.82476806640625
2020-07-29,75.81303405761719
2020-07-30,76.5525131225586
2020-07-31,74.04350280761719
2020-08-03,73.78524017333984
2020-08-04,73.31449127197266
2020-08-05,73.60260772705078
2020-08-06,74.88945007324219
2020-08-07,74.56202697753906
2020-08-10,74.4848861694336
2020-08-11,73.67476654052734
2020-08-12,75.00341033935547
2020-08-13,75.47167205810547
2020-08-14,74.87354278564453
2020-08-17,75.4512710571289
2020-08-18,77.41886138916016
2020-08-19,76.86302185058594
2020-08-20,78.43749237060547
2020-08-21,78.40365600585938
2020-08-24,78.88037109375
2020-08-25,79.91045379638672
2020-08-26,81.81533813476562
2020-08-27,81.03855895996094
2020-08-28,81.58146667480469
2020-08-31,81.08882141113281
2020-09-01,82.36023712158203
2020-09-02,85.4609146118164
2020-09-03,81.08782196044922
2020-09-04,78.68431854248047
2020-09-08,75.8175277709961
2020-09-09,76.993408203125
2020-09-10,75.9394302368164
2020-09-11,75.42738342285156
2020-09-14,75.08252716064453
2020-09-15,76.39077758789062
2020-09-16,75.24475860595703
2020-09-17,73.99821472167969
2020-09-18,72.20927429199219
2020-09-21,71.16675567626953
2020-09-22,72.6436996459961
