Price,Close
Ticker,NVDA
Date,
2020-01-02,5.972161293029785
2020-01-03,5.876570701599121
2020-01-06,5.901215076446533
2020-01-07,5.972659587860107
2020-01-08,5.983861923217773
2020-01-09,6.049579620361328
2020-01-10,6.0819411277771
2020-01-13,6.272624492645264
2020-01-14,6.155625820159912
2020-01-15,6.113057613372803
2020-01-16,6.196699619293213
2020-01-17,6.205413341522217
2020-01-21,6.172054767608643
2020-01-22,6.226073741912842
2020-01-23,6.294530391693115
2020-01-24,6.235284328460693
2020-01-27,5.979380130767822
2020-01-28,6.172801971435547
2020-01-29,6.112311363220215
2020-01-30,6.119030952453613
2020-01-31,5.885533809661865
2020-02-03,5.982617378234863
2020-02-04,6.151891231536865
2020-02-05,6.24225378036499
2020-02-06,6.329131603240967
2020-02-07,6.262916088104248
2020-02-10,6.546203136444092
2020-02-11,6.668676853179932
2020-02-12,6.784430980682373
2020-02-13,6.740618705749512
2020-02-14,7.213839530944824
2020-02-18,7.382618427276611
2020-02-19,7.833934783935547
2020-02-20,7.684573650360107
2020-02-21,7.320384502410889
2020-02-24,6.802852630615234
2020-02-25,6.523301124572754
2020-02-26,6.662703037261963
2020-02-27,6.291819095611572
2020-02-28,6.726966381072998
2020-03-02,6.885383129119873
2020-03-03,6.622849464416504
2020-03-04,7.086641311645508
2020-03-05,6.807170867919922
2020-03-06,6.626585006713867
2020-03-09,6.113476276397705
2020-03-10,6.5030412673950195
2020-03-11,6.139132499694824
2020-03-12,5.387899398803711
2020-03-13,5.998898983001709
2020-03-16,4.8919758796691895
2020-03-17,5.411810874938965
2020-03-18,5.051887035369873
2020-03-19,5.304706573486328
2020-03-20,5.124868869781494
2020-03-23,5.297731399536133
2020-03-24,6.2066330909729
2020-03-25,6.117959976196289
2020-03-26,6.407393455505371
2020-03-27,6.29505729675293
2020-03-30,6.615376949310303
2020-03-31,6.5658087730407715
2020-04-01,6.054443836212158
2020-04-02,6.36330509185791
2020-04-03,6.075366973876953
2020-04-06,6.685369968414307
2020-04-07,6.451979160308838
2020-04-08,6.649251461029053
2020-04-09,6.549618244171143
2020-04-13,6.7214860916137695
2020-04-14,7.072691440582275
2020-04-15,6.995226860046387
2020-04-16,7.340455532073975
2020-04-17,7.2811737060546875
2020-04-20,7.149908065795898
2020-04-21,6.71301794052124
2020-04-22,7.127490043640137
2020-04-23,7.0741868019104
2020-04-24,7.213174819946289
2020-04-27,7.3997368812561035
2020-04-28,7.257261753082275
2020-04-29,7.434110641479492
2020-04-30,7.280178070068359
2020-05-01,7.043548583984375
2020-05-04,7.255517959594727
2020-05-05,7.3165435791015625
2020-05-06,7.417421817779541
2020-05-07,7.5937724113464355
2020-05-08,7.7838215827941895
2020-05-11,8.035892486572266
2020-05-12,7.773858547210693
2020-05-13,7.751441478729248
2020-05-14,8.00102424621582
2020-05-15,8.459582328796387
2020-05-18,8.71812915802002
2020-05-19,8.773177146911621
2020-05-20,8.937070846557617
2020-05-21,8.743037223815918
2020-05-22,8.993115425109863
2020-05-26,8.685747146606445
2020-05-27,8.493956565856934
2020-05-28,8.45584774017334
2020-05-29,8.84291934967041
2020-06-01,8.773923873901367
2020-06-02,8.792854309082031
2020-06-03,8.737309455871582
2020-06-04,8.738306045532227
2020-06-05,8.891311645507812
2020-06-08,8.776683807373047
2020-06-09,9.01690673828125
2020-06-10,9.336626052856445
2020-06-11,8.767961502075195
2020-06-12,8.90377140045166
2020-06-15,9.144243240356445
2020-06-16,9.039332389831543
2020-06-17,9.20629596710205
2020-06-18,9.1883544921875
2020-06-19,9.231464385986328
2020-06-22,9.496109962463379
2020-06-23,9.419608116149902
2020-06-24,9.205798149108887
2020-06-25,9.459479331970215
2020-06-26,9.125556945800781
2020-06-29,9.17041015625
2020-06-30,9.467205047607422
2020-07-01,9.499351501464844
2020-07-02,9.581336975097656
2020-07-06,9.807605743408203
2020-07-07,9.840002059936523
2020-07-08,10.183146476745605
2020-07-09,10.475203514099121
2020-07-10,10.445547103881836
2020-07-13,10.019923210144043
2020-07-14,10.343626022338867
2020-07-15,10.194358825683594
2020-07-16,10.102157592773438
2020-07-17,10.168689727783203
2020-07-20,10.476944923400879
2020-07-21,10.295283317565918
2020-07-22,10.405182838439941
2020-07-23,10.097172737121582
2020-07-24,10.161714553833008
2020-07-27,10.387983322143555
2020-07-28,10.182647705078125
2020-07-29,10.431840896606445
2020-07-30,10.579865455627441
2020-07-31,10.580611228942871
2020-08-03,10.974841117858887
2020-08-04,11.191642761230469
2020-08-05,11.25045108795166
2020-08-06,11.299042701721191
2020-08-07,11.163480758666992
2020-08-10,11.129091262817383
2020-08-11,10.815104484558105
2020-08-12,11.403457641601562
2020-08-13,11.406197547912598
2020-08-14,11.526810646057129
2020-08-17,12.297321319580078
2020-08-18,12.221318244934082
2020-08-19,12.09946346282959
2020-08-20,12.101953506469727
2020-08-21,12.64271068572998
2020-08-24,12.679340362548828
2020-08-25,12.708995819091797
2020-08-26,12.73192024230957
2020-08-27,12.58763599395752
2020-08-28,13.10546588897705
2020-08-31,13.331485748291016
2020-09-01,13.78067398071289
2020-09-02,14.30463981628418
2020-09-03,12.977521896362305
2020-09-04,12.58566951751709
2020-09-08,11.878240585327148
2020-09-09,12.677901268005371
2020-09-10,12.275825500488281
2020-09-11,12.129006385803223
2020-09-14,12.83469009399414
2020-09-15,12.953094482421875
2020-09-16,12.477985382080078
2020-09-17,12.427131652832031
2020-09-18,12.153682708740234
2020-09-21,12.480727195739746
2020-09-22,12.600875854492188
2020-09-23,12.088375091552734
2020-09-24,12.311969757080078
2020-09-25,12.836186408996582
2020-09-28,12.996963500976562
2020-09-29,13.187158584594727
2020-09-30,13.491020202636719
2020-10-01,13.574774742126465
2020-10-02,13.024134635925293
2020-10-05,13.602692604064941
2020-10-06,13.696418762207031
2020-10-07,13.923254013061523
2020-10-08,13.798369407653809
2020-10-09,13.722591400146484
2020-10-12,14.184491157531738
2020-10-13,14.206676483154297
2020-10-14,14.054121017456055
2020-10-15,13.929240226745605
2020-10-16,13.771200180053711
2020-10-19,13.458367347717285
2020-10-20,13.60568618774414
2020-10-21,13.485285758972168
2020-10-22,13.322014808654785
2020-10-23,13.5505952835083
2020-10-26,13.102906227111816
2020-10-27,13.357661247253418
2020-10-28,12.590157508850098
2020-10-29,12.985993385314941
2020-10-30,12.497429847717285
2020-11-02,12.54404067993164
2020-11-03,12.981513023376465
2020-11-04,13.753999710083008
2020-11-05,14.118683815002441
2020-11-06,14.519510269165039
2020-11-09,13.59097671508789
2020-11-10,12.73274040222168
2020-11-11,13.3788480758667
2020-11-12,13.417487144470215
2020-11-13,13.258201599121094
2020-11-16,13.475815773010254
2020-11-17,13.383085250854492
2020-11-18,13.389565467834473
2020-11-19,13.401034355163574
2020-11-20,13.04956340789795
2020-11-23,13.101659774780273
2020-11-24,12.919941902160645
2020-11-25,13.19613265991211
